"","ID","Model.1.R.2","Model.2.R.2","Model.3.R.2","Model.4.R.2","Model.5.R.2","Model.6.R.2","Model.7.R.2","Model.8.R.2","Model.1.BIC","Model.2.BIC","Model.3.BIC","Model.4.BIC","Model.5.BIC","Model.6.BIC","Model.7.BIC","Model.8.BIC","Pop_Size_units","Temp_C","Medium","Species","Repeat","Citation","N05","Nmax5","Rmax5","Tlag5","N06","Nmax6","Rmax6","Tlag6","N07","Nmax7","Rmax7","Tlag7","N08","Nmax8","Rmax8","Tlag8","Model5score","Model6score","Model7score","Model8score","Model5total","Model6total","Model7total","Model8total"
"134",42778,0.505,0.772,0.921,0.942,0.887,0.986,0.988,0.988,40.2,33.39,23.09,21.9,24.97,2.009,0.7361,0.6924,"N",16,"ESAW","Tetraselmis tetrahele",1,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.20729081570256,14.1265482387298,0.0150908104947858,0.661002662242541,10.2180817446433,14.1318522042905,0.0843149400768639,67.6411233707192,10.2037071676437,14.1232854457148,0.0703301066594255,65.5338552977404,10.2105108356196,14.1223471197984,0.0648440375629025,60.1345490086598,0,5,5,5,0,22.961,25.5068,25.6379
"135",42915,0.996,0.998,0.998,0.999,0.316,0.994,0.998,0.998,6.739,4.438,4.47,3.044,55.9,15.5,5.827,5.57,"N",4,"MRS broth","Weissella viridescens",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",1.00072701967303,15.9355955168651,0.0436741619482259,1.68020542630676,4.56993454397192,17.5689940573438,0.0919056460629916,12.2709169571133,5.12991949591956,16.8230988369497,0.0754761593814847,7.75714898837234,5.18164802511846,16.7323752927083,0.0752798710576641,8.90913479002193,0,1,5,5,0,40.4,59.746,60.517
"136",43119,0.684,0.954,0.983,0.998,0.995,0.996,0.998,0.998,31.98,22.17,17.89,7.263,8.677,9.942,6.439,6.358,"N",15,"UHT Double Cream","Serratia marcescens",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.615758775894643,11.6224627298417,0.00436112311725778,0.199853447573572,1.05604079178206,11.6076440055315,0.0339993171096113,331.018967019743,1.00782925306271,11.2186100596703,0.0262553783882064,254.144410735615,1.00769430491815,11.2122035514011,0.026043000160521,251.544674993835,3,3,5,5,1.265,0,5.741,5.984
"137",44174,0.793,0.995,0.997,0.999,0.995,0.998,0.998,0.996,-6.3,-65.34,-72.58,-94.29,-67.17,-80.91,-78.57,-69.57,"OD_595",25,"TSB","Enterobacter.sp.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0836428176488576,0.960959117953183,0.0370259838593645,0.00915685684467618,0,0.979415544161739,0.0205010172783157,3.82015412966996,0,0.985630761101582,0.0258741767721773,3.82015412966996,0.0605468749657645,0.954087383433561,0.0158002852083596,3.82015412966996,0,5,3,0,0,27.42,20.4,2.39999999999999
"138",44280,0.981,0.988,0.996,0.998,0.882,0.998,0.993,0.993,20.38,18.33,10.51,6.193,39.13,5.095,15.51,16.42,"CFU",20,"Raw Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.120952720927829,11.5241286936991,0.18394150774978,0.212503834238781,1.51421819524294,12.7053518848033,0.636132625816078,12.5798595029234,1.49433298433551,11.8686552844026,0.506194656799921,8.76484958525748,1.57957226547823,11.8377798717219,0.500825023696887,8.92531570137662,0,5,0,0,0,55.775,24.53,22.71
"139",44613,0.904,0.904,0.975,0.976,0.938,0.993,0.992,0.991,39.66,42.28,26.02,28.28,36.19,7.595,9.788,12.37,"CFU",7,"TGE agar","Arthrobacter simplex",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.194477939107875,8.3235963080365,0.0157496161124165,0.149333016229226,2.03811858211203,8.27313305448379,0.0888885711536045,191.046415717303,1.96356901087539,8.06599410048058,0.074940384821636,178.183634949756,1.92762469519352,8.08040255742411,0.0705212360661754,171.442620437161,0,5,3,3,0,35.563,28.984,23.82
"140",44795,0.43,0.923,0.964,0.976,0.841,0.843,0.839,0.836,-26.71,-54.03,-62.83,-65.99,-43.16,-40.63,-40.23,-39.94,"OD_595",25,"TSB","Stenotrophomonas.maltophilia",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0355448064496134,0.306598185607012,0.188260570971727,0.0176849024464393,0.0203809744208743,0.306598185607012,0.0361623938723174,1.6513444463059,0.0129733285824082,0.306598185607012,0.0852104490925395,1.6513444463059,0.0323755370535664,0.306598185607012,0.0314414895877176,1.6513444463059,5,3,3,3,8.67999999999999,1.09000000000001,0.289999999999999,0
"142",45122,0.918,0.985,0.996,1,0.659,0.982,0.997,0.996,20.14,11.66,4.856,-16.69,30.48,14.49,4.21,5.489,"N",20,"Vacuum Beef Striploins","Escherichia coli",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",5.99391882750883,13.1982759927186,7.66585941678347,2.38786522443495,6.50417194465801,14.5510992819723,13.8581897923545,0,6.66569653227965,13.8034887604417,13.8581897923545,0.0432280302362497,6.67323957444902,13.7806925935823,13.8581897923545,0.057804081871376,0,0,5,5,0,15.99,37.829,33.992
"143",45195,0.921,0.921,0.988,0.988,0.963,0.991,0.985,0.983,50.67,53.25,29.19,31.76,42.61,25.27,32.26,34.53,"CFU",7,"Raw Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0639058026572519,10.94091584699,0.0365772363516707,0.0602920453642443,1.20149982010372,10.94091584699,0.196616919006645,94.0428083867792,1.19604147906931,10.94091584699,0.143543558354719,79.3622938794583,1.25996141340844,10.94091584699,0.133570626224078,76.6655719357648,0,5,1,1,0,33.59,12.62,8.08
"144",45221,0.617,0.98,0.991,1,0.972,0.987,0.987,0.872,25.31,9.253,6.209,-21.58,11.3,8.819,8.771,22.33,"CFU",4,"Cooked Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0739002975449665,9.95344844079512,0.0211547679767376,0.0809415088941366,4.38416983183727,9.84532270953786,0.225494494804672,258.958377753525,0.00202102955965281,9.847419686546,0.0959057254950409,112.470814435028,0.0928996362987919,10.8257529448328,0.0846966916965609,97.8138133477467,3,5,5,0,11.03,15.992,16.136,0
"145",45882,0.974,0.983,0.997,0.999,0.931,0.993,0.995,0.995,11.97,11.24,2.232,-5.616,19.67,7.618,5.455,6.282,"N",6,"Pasteurised Skim Milk","Serratia marcescens",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.17878165793926,8.4379689532092,0.000713905402751894,0.22220773608598,1.1478702260353,9.30286077091315,0.00242345389884159,2817.70839654115,1.0195748145514,8.89324415750606,0.00200631490250559,2113.61561436867,0.98465261842113,8.85986740086966,0.0019477798639742,1953.66577666762,0,3,5,5,0,12.052,17.205,14.724
"146",45910,0.953,0.962,0.978,0.999,0.478,0.967,0.98,0.984,14.33,14.85,13.39,-3.132,30.56,15.78,12.72,11.41,"N",20,"C02 Beef Striploins","Salmonella Typhimurium",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",5.02168157440009,11.8671133018651,6.89463622030494,2.40680815023357,6.38094378271027,13.0834924153063,11.9314729375297,0.205727223329378,6.25545422209286,12.4883386871369,10.1612257371461,0.0768974533241923,6.22583552834284,12.3279045658747,10.0230154944277,0.0568411091024857,0,3,5,5,0,14.78,20.9,24.83
"148",46564,0.77,0.816,0.839,0.857,0.815,0.848,0.843,0.879,1.388,1.774,2.786,3.9,1.793,2.386,2.614,0.7995,"DryWeight",20,"Z8","Oscillatoria agardhii StrainCYA 128",1,"Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",1.39614382758199,2.51355915691977,0.00521028586218851,0.183618650887368,1.45754008994646,2.34829008508926,0.00907794374491847,65.9470630209814,1.44876032228407,2.34829008508926,0.0157704559683173,115.710074085146,1.49462404399039,2.34829008508926,0.00751619312341335,72.897857731169,5,5,5,5,1.414,0.228,0,4.3945
"149",47651,0.507,0.808,0.935,0.977,0.979,0.981,0.981,0.98,-3.299,-16.55,-32.17,-47.09,-54.26,-52.71,-52.99,-52.19,"OD_595",35,"TSB","Clavibacter.michiganensis..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0416015542126303,0.681143224269089,0.337509917395224,0.0112136129211829,0.0107446056136655,0.681143224269089,0.122760025423497,1.75497659452474,0.00300854386645791,0.681143224269089,0.266408409589398,4.66467793776483,0,0.681143224269089,0.0993042135679426,0.294763324876495,5,5,5,3,4.88999999999999,0.520000000000003,1.08000000000001,0
"150",48106,0.822,0.947,0.949,0.953,0.859,0.667,0.915,0.675,561.5,383.9,382.7,374.1,530.9,665.9,459.3,662,"N",10,"MRS","Lactobaciulus plantarum",1,"Zwietering, M.H., De Wit, J.C., Cuppers, H.G.A.M. and Van't Riet, K., 1994. Modeling of bacterial growth with shifts in temperature. Appl. Environ. Microbiol., 60(1), pp.204-213.",0.89275021040332,12.1792323696282,0.0370596782652805,0.148436905203118,3.30533034437685,12.1792323696282,10.4998087728567,97.7241020580576,1.48568719535646,12.1792323696282,0.125862409066471,0,3.94865851943222,12.1792323696282,12.7881939881096,97.9726251966962,0,0,5,0,266.1,0,480.9,3.89999999999998
"151",48235,0.579,0.868,0.933,0.943,0.978,0.967,0.972,0.967,51.54,41.2,36.16,36.72,21.3,28.44,26.54,28.24,"CFU",30,"TGE agar","Arthrobacter sp. 88",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.0912021259048935,9.67566949455301,0.0828826460189026,0.0561412025921692,0.6701739308796,9.71062460283862,0.412134636829085,30.3165619395114,0.972664289315299,9.64807519412598,0.355124958293528,30.3165619395114,1.19890545765926,9.64876673085595,0.341507382547475,30.3165619395114,5,1,3,1,19.32,0,3.6,0.200000000000003
"152",48511,0.666,0.862,0.872,0.884,0.605,0.924,0.909,0.924,39.38,32.02,33.64,34.94,43.62,27.93,29.86,27.87,"N",8,"ESAW","Tetraselmis tetrahele",1,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.21014994045859,13.7056174824368,0.0140884396538284,1.49012540889445,9.49504970275165,14.1291302754741,0.0535361559834842,88.4603185238136,9.56436922610159,14.1293993946319,0.0437814401647033,83.2049052428309,9.73141260143852,14.1456070326818,0.0379872043375877,76.2227969836388,0,5,5,5,0,17.62,13.76,17.8
"153",50066,0.671,0.845,0.846,0.887,0.555,0.925,0.914,0.901,41.58,35.71,38.05,37.06,47.3,30.09,31.62,33.15,"N",8,"ESAW","Tetraselmis tetrahele",4,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",7.34966071547277,13.6764286964266,0.0141966317134153,1.7833262537967,9.14476753204826,14.127572914161,0.0610536154798097,121.367138718872,9.17427073712564,14.0948445617575,0.0523675781608137,114.715373628749,9.51095167975224,14.2259967011884,0.0303687128038954,80.8349074535173,0,5,5,3,0,21.8,17.21,14.15
"154",50152,0.619,0.898,0.953,0.973,0.944,0.934,0.921,0.918,30.91,22.48,18.38,16.03,17.66,21.07,22.51,22.81,"CFU",30,"TGE agar","Arthrobacter globiformis",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",2.28407703689996,7.46204852340799,0.049102710502823,0.488959572084566,2.03149888135402,7.51365962502391,0.206360945366986,0,2.30775567460165,7.47206061252194,0.164676256321804,0,2.66726292826525,7.48627697986946,0.151830746894733,2.33660939168005,5,3,3,3,13.41,3.18,0.299999999999997,0
"155",51094,0.936,0.985,0.987,0.992,0.953,0.993,0.982,0.981,41.75,26.59,27.25,23.5,40.5,19.86,31.71,31.96,"CFU",15,"Cooked Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.196153992239482,11.9909738806557,0.109082445935416,0.143363288321628,0,13.2200487034229,0.435998340408308,6.94787475910391,0.75910222623622,12.2775342967679,0.356084237384011,6.62967300773768,1.06168538144104,12.3080044824777,0.352367448744322,8.35274863836623,0,5,0,0,0,44.59,9.04,8.54
"156",51453,0.147,0.588,0.871,0.927,0.768,0.758,0.733,0.758,-3.196,-17.5,-42.18,-52.73,-31.29,-27.12,-24.77,-27.06,"OD_595",15,"TSB","Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0294127573782729,0.676946342363672,0.0756427185448254,0.0343144592949164,0,0.676946342363672,0.0308752390033594,7.38556792216407,0,0.676946342363672,0.0451369265429168,7.38556792216407,0,0.676946342363672,0.0220499077027338,7.38556792216407,5,3,1,3,14.92,2.41,0,2.29
"157",51552,0.562,0.924,0.97,0.97,0.989,0.989,0.882,0.99,-49.41,-96.8,-120.5,-117.2,-154.2,-148.9,-80.65,-153.4,"OD_595",5,"TSB","Klebsiella.pneumonia",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0412728530202774,0.465038000385275,0.0236452103541899,0.00524830780263568,0.0635500455430567,0.465293652509799,0.00707038413774459,43.1777326944304,0.0795797054207242,0.503471624432901,0.00679382737749888,0,0.0517503744844033,0.462888115052314,0.00492761754279651,15.9280918869571,5,3,0,5,79.6499999999999,68.25,0,77.25
"158",51899,0.557,0.921,0.953,0.961,0.98,0.996,0.992,0.992,43.75,28.82,25.87,26.48,14.84,2.271,8.82,8.406,"CFU",30,"TGE agar","Arthrobacter sp. 77",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.10066274379299,8.03114771229884,0.0605715325025568,0.241489496161144,1.70489834425539,7.97099439890786,0.345103527806669,17.3006509357201,1.75703214403301,7.80796929413984,0.314782705952402,17.3006509357201,1.89861203503198,7.79597054621133,0.305898592440972,17.3006509357201,0,5,1,1,0,25.253,6.02,6.848
"159",52123,0.818,0.859,0.866,0.942,0.864,0.913,0.856,0.823,-4.29,-4.141,-2.523,-6.404,-4.388,-5.573,-2.002,-0.5997,"DryWeight",15,"Z8","Oscillatoria agardhii StrainCYA 128",1,"Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",1.43467829268521,2.27396226551401,0.00535296083913216,0.120791990765866,1.47414850250454,2.13625374061181,0.0122594574503084,78.8271476248773,1.47170257401939,2.35521974902453,0.0057271405160262,0,1.4765565312435,2.15424044840989,0.00444441197504041,0.842457697953546,5,5,3,3,6.1743,9.7293,1.4023,0
"160",52419,0.546,0.578,0.644,0.85,0.0427,0.839,0.839,0.626,45.65,47.25,47.69,39.78,57.08,38.17,38.17,48.3,"N",32,"ESAW","Tetraselmis tetrahele",4,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",8.34274224028202,11.7063479641235,0.0121135019030818,2.34937049918457,8.48212804581855,11.9615574856596,0.197070676400093,273.541052510425,8.48212861974208,11.9614729870245,0.328262813141691,293.714652667527,8.93462971536891,12.9062486304462,0.0155576648986662,177.693477248235,0,5,5,0,0,29.04,29.04,8.78
"161",52565,0.88,0.989,0.989,0.99,0.966,0.973,0.981,0.97,-29.91,-56.01,-53.75,-52.12,-42.44,-42.95,-47,-41.48,"OD_595",25,"TSB","Chryseobacterium.balustinum",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0458660299415187,0.413424604851932,0.0446859584111698,0.0115070340828753,0.0157481967837128,0.413424604851932,0.010275476116165,1.94379293013904,0.00304117853214756,0.413424604851932,0.0234977143935736,1.94379293013904,0.0425669153080222,0.413424604851932,0.00741618400353171,1.94379293013904,3,3,5,3,0.960000000000001,1.98000000000001,14.13,0
"162",52796,0.355,0.816,0.933,0.959,0.885,0.887,0.886,0.887,8.174,-9.08,-22.58,-27.75,-16.65,-14.21,-14.04,-14.12,"OD_595",25,"TSB","Dickeya.zeae",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.022741976788634,0.805991032956711,0.390116040813639,0.0233875563217868,0.0379451471921861,0.805991032956711,0.204183984691032,4.71519047631771,0.00384118861271117,0.805991032956711,0.512006220275223,6.84065588875859,0.0365916680882542,0.805991032956711,0.168087716527116,3.96363275152998,5,3,3,3,7.58,0.260000000000003,0,0.0800000000000001
"164",53327,0.972,0.977,0.999,0.999,0.953,0.994,0.999,0.999,17.18,17.65,-2.476,-1.825,23.34,9.531,-5.85,-5.753,"N",6,"UHT Double Cream","Serratia marcescens",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.269416990638384,8.80168796066354,0.000829144133564422,0.265659690039798,1.02822907235871,9.70386097663155,0.00299664172170074,1709.48506282961,0.996880577185011,9.28414398272705,0.00237690301814266,1062.68770322307,1.00000001347079,9.2111285140081,0.002340838168748,1014.80564545949,0,0,5,5,0,13.809,44.668,44.377
"165",54500,0.411,0.907,0.946,0.96,0.905,0.899,0.84,0.91,-52.69,-103,-115.5,-120.9,-102.1,-97.16,-83.68,-100.6,"OD_595",5,"TSB","Pseudomonas.fluorescens",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0107917022026714,0.342705713220021,0.0272089403973593,0.00691884759087681,0.0296034440737007,0.342705713220021,0.00642739369362377,75.6632183073853,0,0.342705713220021,0.00987753499243261,23.1986964829949,0.0111560793335239,0.342705713220021,0.00410997711004356,38.8582145736148,5,3,0,5,24.86,13.48,0,20.36
"168",55109,0.505,0.777,0.881,0.928,0.99,0.991,0.991,0.985,6.879,-17.53,-35.93,-49.9,-127.1,-128.2,-124.9,-107.5,"OD_595",15,"TSB","Klebsiella.pneumonia",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0631410353859554,0.85125421103282,0.31274737037411,0.0099916383412491,0,0.854356530250082,0.117461594245254,0.106166367545262,0.0425601211555213,0.854688081432142,0.178399691157231,2.90680967977367,0.0770158045396463,0.856147356466431,0.0768533335797886,0.117924466772081,5,5,3,0,21.8,25.1,17.4,0
"169",55344,0.96,0.986,0.992,1,0.565,0.95,0.975,0.974,13.78,9.14,7.362,-12.12,29.86,18.72,14.46,14.66,"N",30,"Vacuum Beef Striploins","Spoilage",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",6.39821519535486,12.6451886715144,11.1028256934145,2.26714357128596,7.19117085279208,13.9413205103446,13.2774481050901,0,7.15385641666834,13.3180239434918,13.2774481050901,0,7.14328221790612,13.2774481050901,13.2774481050901,0,0,3,5,5,0,11.14,19.86,19.26
"170",56537,0.963,0.983,0.992,0.992,0.911,0.992,0.991,0.99,34.97,28.45,21.76,23.47,48.15,22.25,22.47,24.17,"CFU",15,"Raw Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.192632812995269,11.7957189671198,0.0971710733281001,0.198664946314096,1.09823305553315,13.0047801612496,0.361650458500883,16.6532706267889,1.10154397300588,12.2422129215194,0.299404328048202,11.4832646180901,0.0272555870866777,12.2302655933231,0.289099929127688,1.18968655878101,0,5,5,5,0,28.04,27.38,23.98
"171",56876,0.946,0.947,0.996,0.997,0.982,0.997,0.996,0.996,25.32,27.13,10.61,11.94,19.38,7.744,10.93,11.1,"CFU",4,"Cooked Chicken Breast","Aerobic Psychotropic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0316434604304376,11.1448366349796,0.0207324261044434,0.0383335493611393,1.18676488340311,11.902576575449,0.113216055868469,195.18188337123,1.2382368929554,11.3129218334175,0.0922549246516901,180.674901707499,1.26118194769046,11.3099339179763,0.0922688516879702,181.484108053092,0,5,3,3,0,18.178,8.62,8.28
"173",57824,0.707,0.917,0.992,0.999,0.999,1,0.996,0.996,32.72,24.72,7.878,-4.81,-10.19,-17.79,1.682,2.108,"CFU",37,"TGE agar","Arthrobacter simplex",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.70266117037975,8.6882512401505,0.066931835571155,0.0846125619605043,1.16775070721173,8.70040894427224,0.352387130931281,0,1.69565637531432,8.69437623249247,0.276773478080467,0,1.84929625599931,8.69613150163558,0.275327501803687,1.12698813700206,1,5,0,0,24.17,46.97,0.426,0
"174",58065,0.95,0.981,0.992,0.992,-0.417,0.991,0.994,0.994,15.85,11.17,7.307,8.615,41.26,7.476,5.397,4.357,"N",15,"C02 Beef Striploins","Spoilage",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",4.81207421199343,12.1385116147807,2.19559925633811,3.5035535720096,6.8282957123191,13.3827090552957,3.93316536659803,1.79069224125681,6.83177103700777,13.2839126722192,3.27940538649854,1.56883931374146,6.89407335250672,12.7454371955197,3.23734363835537,1.58720620973187,0,3,5,5,0,33.784,37.942,41.062
"175",58210,0.86,0.991,0.995,1,0.996,0.994,1,0.999,22.16,7.427,6.054,-10.93,2.628,6.659,-14.1,-7.993,"CFU",4,"Salted Chicken Breast","Aerobic Psychotropic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.185174484768811,9.14052270072169,0.0170180287193374,0.0614657414211638,1.71900332393276,9.41389713725528,0.0918351897105762,159.070016365548,1.74448434236946,8.90845003364794,0.0786644854642535,148.441982979926,2.06922883053508,8.87722578735833,0.0794173756589015,158.86168904209,0,0,5,1,4.031,0,43.594,25.273
"176",58673,0.661,0.918,0.947,0.962,0.554,0.979,0.983,0.984,47.11,29.82,26.53,24.54,53.6,13.67,10.46,9.386,"CFU",0,"TGE agar","Arthrobacter citreus",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.137535609950122,5.96004702330868,0.0142571003889262,0.236790581506402,1.83122621816941,6.57095184319782,0.0876705334691929,290.672254012117,1.83281396212165,6.32340917288739,0.0824415435530163,290.672254012117,1.88166477980667,6.25804937447411,0.0788279458922245,290.672254012117,0,3,5,5,0,39.93,46.35,49.572
"177",58722,0.973,0.984,0.995,0.995,0.903,0.988,0.993,0.993,16.58,14.55,7.583,9.579,28.93,14.16,9.742,10.38,"N",6,"Pasteurised Full-fat Milk","Serratia marcescens",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.0977949409346544,9.06926407963536,0.000788252537576402,0.156436777962003,1.15047015854739,9.99886364779798,0.00262010212300126,3012.55615405961,1.00426240194931,9.59100297905948,0.00210506225894126,2155.70085567671,0.999999999153865,9.52272728361713,0.0020624405816969,2070.03684177647,0,3,5,5,0,14.77,24.244,22.33
"178",59320,0.852,0.979,0.98,0.989,0.96,0.992,0.98,0.976,43.64,30.1,31.92,29.31,35.3,24.84,31.77,33.34,"CFU",15,"APT Broth","Pseudomonas sp.",1,"Stannard, C.J., Williams, A.P. and Gibbs, P.A., 1985. Temperature/growth relationships for psychrotrophic food-spoilage bacteria. Food Microbiology, 2(2), pp.115-122.",0.194032875651241,19.0266957134226,0.21960098178338,0.30209681422394,0.654328375009113,19.4786846847862,1.24334504455787,5.35986075662665,1.24461801349875,19.0266957134226,0.843090105459622,0,1.65547443204596,19.2656377796363,0.770124136581947,0,0,5,1,1,0,25.89,5.1,1.95999999999999
